Player,Nation,Pos,Squad,Comp,Age,Born,90s,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,MP,Starts,Min,PK,PK_Attempted,Goals_per90,Assists_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net
Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,28,1993,20.5,56.8,2.1,1.51,1.27,0.73,0.1,1.02,1.8,0.78,1.27,0.34,0.93,2.49,4.59,2.98,0.0,1.27,0.05,0.83,0.2,0.05,0.05,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,73.4,85.3,76.4,47.7,29.8,40.59,498.63,191.22,14.2,16.63,12.0,15.71,2.54,5.32,0.01,0.05,-0.01,0.34,1.85,0.68,0.54,2.49,40.59,32.78,7.71,0.88,0.05,0.15,2.2,6.83,0.0,0.0,0.0,0.0,29.8,0.1,0.98,25,21,"1,844",0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,0.2,0.0,1.71,2.49,2.54,57.1,42.9,52.88,4.29,19.66,22.24,11.51,0.44,52.88,1.02,0.59,0.44,21.76,123.27,66.88,1.71,1.8,0.2,1.32,0.44,22.68,2.54,10.0,0.49,0.05,0.0,0.0,19.8,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Nathan Aké,nl NED,DF,Manchester City,eng Premier League,26,1995,10.3,75.0,1.55,0.87,0.68,0.78,0.1,0.58,0.78,0.19,0.68,0.49,0.19,0.78,2.33,2.23,0.0,0.49,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7,93.5,92.3,69.0,77.28,85.24,1281.55,440.19,36.21,38.74,37.28,40.39,2.82,4.08,0.06,0.05,-0.06,0.19,6.12,0.29,0.0,5.53,85.24,81.17,3.98,1.46,0.1,0.19,0.1,2.52,0.0,0.0,0.0,0.0,77.28,0.1,0.49,14,10,923,0,0,0.2,0.0,0.2,0.2,0.2,0.07,0.06,0.12,0.07,0.12,0.0,0.0,1.17,5.53,0.78,0.0,100.0,92.82,5.44,32.23,50.97,10.0,0.97,92.82,0.19,0.0,0.19,65.73,323.59,209.51,1.17,1.17,0.0,0.39,0.29,71.94,0.78,40.0,0.49,0.2,0.4,1.0,7.3,0,0,0,0.7,0.7,0.13,1.3,1.3
Kevin Akpoguma,ng NGA,"DF,FW",Hoffenheim,de Bundesliga,26,1995,17.0,57.1,1.94,1.12,0.94,0.65,0.35,0.94,1.65,0.71,1.88,0.12,1.76,1.18,3.12,1.71,0.12,1.89,0.12,1.35,0.06,0.18,0.18,0.12,0.0,0.06,0.0,0.0,0.06,0.0,0.0,75.4,86.5,80.7,46.8,40.65,53.94,675.24,274.53,19.53,22.59,17.0,21.06,3.06,6.53,0.15,0.12,-0.04,0.65,3.35,0.65,0.12,5.12,53.94,43.65,10.12,0.76,0.0,0.41,1.82,9.35,0.0,0.0,0.0,0.0,40.65,0.18,1.41,26,19,"1,527",0,0,0.12,0.12,0.24,0.12,0.24,0.07,0.15,0.22,0.07,0.22,0.29,0.0,2.12,5.12,2.35,44.7,55.3,67.0,3.18,21.41,30.88,15.12,2.0,67.0,2.76,1.24,1.53,33.35,161.47,83.47,2.12,1.0,0.65,1.76,0.53,36.94,2.35,33.3,0.71,0.24,0.17,0.5,12.8,0,0,0,1.2,1.2,0.1,0.8,0.8
David Alaba,at AUT,DF,Real Madrid,es La Liga,29,1992,29.4,47.4,0.78,0.44,0.51,0.2,0.07,0.31,0.65,0.34,0.88,0.51,0.37,0.75,1.53,2.38,0.03,1.53,0.27,1.26,0.07,0.03,0.14,0.0,0.03,0.24,0.0,0.0,0.03,0.0,0.0,90.9,95.5,93.6,63.4,60.82,66.94,1006.29,370.85,28.27,29.59,27.35,29.22,3.47,5.48,0.07,0.1,0.03,0.71,4.86,0.51,0.1,5.24,66.94,64.22,2.52,1.16,0.14,0.07,1.36,1.16,0.1,0.1,0.0,0.0,60.82,0.2,0.31,30,30,"2,642",0,0,0.07,0.1,0.17,0.07,0.17,0.06,0.07,0.13,0.06,0.13,0.07,0.0,1.36,5.24,2.59,40.0,60.0,74.46,6.8,30.95,34.05,9.69,1.39,74.46,0.34,0.14,0.2,52.01,287.18,171.39,1.36,1.16,0.17,0.61,0.1,57.86,2.59,33.3,0.72,0.24,0.1,0.29,21.8,7,0,0,1.6,1.6,0.09,0.4,0.4
Tomás Alarcón,cl CHI,MF,Cádiz,es La Liga,22,1999,15.8,32.3,1.96,1.27,1.08,0.63,0.25,0.63,1.96,1.33,1.2,0.44,0.76,1.9,3.86,1.96,0.0,1.77,0.13,0.89,0.76,0.06,0.0,0.0,0.06,0.0,0.13,0.0,0.0,0.0,0.0,69.6,82.4,75.1,57.3,25.19,36.2,504.87,150.95,10.06,12.22,8.8,11.71,5.19,9.05,0.07,0.09,-0.01,0.89,2.59,0.44,0.25,3.48,36.2,31.84,4.11,1.84,0.13,0.95,4.05,0.19,2.09,0.89,0.89,0.0,25.19,0.25,1.14,23,16,"1,425",0,0,0.0,0.06,0.06,0.0,0.06,0.07,0.07,0.14,0.07,0.14,0.32,0.0,0.38,3.48,0.82,50.0,50.0,47.28,3.48,13.92,23.42,10.38,0.57,47.28,0.51,0.25,0.25,20.95,84.05,30.51,0.38,0.51,0.13,0.95,0.63,22.85,0.82,13.3,0.95,0.13,0.0,0.0,24.1,0,0,0,1.1,1.1,0.07,-1.1,-1.1
Jordi Alba,es ESP,DF,Barcelona,es La Liga,32,1989,29.4,57.4,1.6,1.16,0.41,0.88,0.31,0.92,1.6,0.68,0.88,0.2,0.68,1.12,2.72,1.39,0.03,3.03,0.48,2.79,0.1,0.0,0.07,0.07,0.0,0.44,0.0,0.0,0.03,0.0,0.0,83.5,91.6,87.2,56.4,79.39,95.07,1237.82,431.94,41.43,45.2,29.52,33.84,5.24,9.29,0.24,0.2,0.1,1.97,7.21,2.04,0.61,9.9,95.07,82.18,12.41,3.27,0.44,0.41,4.12,9.12,0.03,0.0,0.0,0.0,79.39,0.48,1.29,30,30,"2,644",0,0,0.07,0.34,0.41,0.07,0.41,0.05,0.24,0.29,0.05,0.29,0.37,0.0,1.6,9.9,7.24,27.3,72.7,103.1,2.79,22.72,49.97,30.88,2.31,103.1,0.75,0.2,0.54,59.12,195.71,106.56,1.6,1.77,0.31,0.85,0.14,72.86,7.24,19.4,1.06,0.2,0.06,0.33,23.2,1,0,0,1.5,1.5,0.05,0.5,0.5
Luis Alberto,es ESP,MF,Lazio,it Serie A,28,1992,26.1,15.4,1.11,0.65,0.31,0.42,0.38,0.31,1.99,1.69,1.23,0.15,1.07,0.5,1.61,0.27,0.0,4.59,0.61,3.18,1.0,0.11,0.11,0.19,0.0,0.23,0.27,0.04,0.08,0.0,0.0,82.5,90.9,87.6,48.9,62.3,75.48,957.93,316.17,34.33,37.78,21.19,24.18,4.41,9.0,0.3,0.26,0.05,2.49,9.0,1.69,0.19,8.54,75.48,67.09,8.08,3.14,0.69,0.34,5.48,0.46,3.98,1.8,1.53,0.0,62.3,0.31,1.11,34,27,"2,353",0,0,0.19,0.34,0.54,0.19,0.54,0.12,0.3,0.42,0.12,0.42,0.19,0.0,3.22,8.54,3.41,61.4,38.6,83.41,0.61,9.92,46.59,27.89,1.15,83.41,1.69,1.03,0.65,51.46,260.38,153.22,3.22,3.41,0.27,1.11,0.88,64.44,3.41,34.0,1.8,0.61,0.11,0.31,21.0,2,0,0,3.3,3.3,0.07,1.7,1.7
Raúl Albiol,es ESP,DF,Villarreal,es La Liga,35,1985,27.4,77.8,0.95,0.55,0.73,0.18,0.04,0.51,0.66,0.15,0.88,0.55,0.33,0.77,1.72,4.6,0.04,0.37,0.07,0.33,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,85.8,90.6,91.8,67.1,48.87,56.93,1023.83,353.36,12.96,14.31,28.47,31.02,6.79,10.11,0.0,0.01,-0.0,0.15,2.3,0.04,0.0,3.28,56.93,54.82,2.08,2.01,0.0,0.44,0.11,0.04,0.0,0.0,0.0,0.0,48.87,0.04,0.44,28,28,"2,465",0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,0.29,0.0,0.4,3.28,0.0,75.0,25.0,65.66,9.23,34.64,29.89,1.39,0.33,65.66,0.15,0.11,0.04,38.47,219.09,121.97,0.4,0.15,0.0,0.26,0.22,42.59,0.0,20.0,0.18,0.04,0.0,0.0,7.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Marc Albrighton,eng ENG,"FW,DF",Leicester City,eng Premier League,31,1989,12.6,21.3,2.46,1.51,1.27,0.71,0.48,0.79,3.73,2.94,1.19,0.24,0.95,1.11,3.57,1.59,0.0,1.51,0.16,0.95,0.32,0.0,0.0,0.24,0.0,0.16,0.0,0.0,0.0,0.0,0.0,62.2,85.3,59.3,27.7,27.54,44.29,408.89,161.9,17.46,20.48,6.83,11.51,2.06,7.46,0.16,0.08,0.0,0.87,1.83,0.63,0.48,2.06,44.29,35.87,8.02,1.19,0.16,0.24,6.19,3.81,2.94,2.14,0.48,0.0,27.54,0.4,2.14,17,11,"1,132",0,0,0.08,0.16,0.24,0.08,0.24,0.04,0.16,0.2,0.04,0.2,0.24,0.0,1.67,2.06,4.44,37.5,62.5,55.95,2.78,13.17,23.97,19.29,0.95,55.95,3.17,1.19,1.98,28.33,128.25,54.84,1.67,1.11,0.16,1.67,0.63,31.51,4.44,25.0,0.32,0.08,0.25,1.0,16.3,0,0,0,0.5,0.5,0.12,0.5,0.5
Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,30,1991,17.0,23.8,2.82,1.71,0.82,1.41,0.59,0.59,2.47,1.88,1.29,0.12,1.18,1.53,4.35,0.76,0.12,3.93,0.35,3.35,0.0,0.06,0.41,0.06,0.06,0.35,0.0,0.0,0.0,0.0,0.0,88.9,91.8,92.8,78.9,78.82,88.71,1455.12,420.59,33.71,36.71,34.94,37.65,8.82,11.18,0.14,0.1,0.1,1.71,12.41,1.53,0.06,12.59,88.71,87.53,1.06,0.59,0.24,1.0,0.24,0.24,0.06,0.0,0.06,0.0,78.82,0.12,0.76,25,17,"1,534",0,0,0.06,0.23,0.29,0.06,0.29,0.11,0.14,0.25,0.11,0.25,0.12,0.0,1.41,12.59,2.65,62.5,37.5,100.0,1.88,14.53,65.06,21.29,1.18,100.0,1.88,1.18,0.71,61.12,294.29,140.76,1.41,2.53,0.06,0.94,0.76,75.24,2.65,24.0,1.47,0.35,0.04,0.17,19.3,0,0,0,1.9,1.9,0.08,-0.9,-0.9
Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,30,1991,12.3,48.9,3.33,1.63,1.14,1.95,0.24,1.79,3.66,1.87,0.81,0.16,0.65,1.06,4.39,1.14,0.0,3.18,0.08,2.28,0.41,0.08,0.16,0.24,0.0,0.08,0.0,0.0,0.0,0.0,0.0,83.4,92.5,88.9,65.9,45.2,54.23,856.99,265.61,20.08,21.71,16.34,18.37,7.4,11.22,0.07,0.1,-0.07,1.14,6.91,0.98,0.24,7.07,54.23,50.65,3.5,2.76,0.24,1.3,1.87,0.16,0.57,0.08,0.24,0.0,45.2,0.08,1.06,14,12,"1,105",0,0,0.16,0.0,0.16,0.16,0.16,0.11,0.08,0.18,0.11,0.18,0.57,0.0,2.11,7.07,1.71,64.7,35.3,65.61,1.46,12.36,41.71,12.68,1.46,65.61,1.38,0.89,0.49,37.15,203.82,109.19,2.11,0.81,0.08,1.71,0.89,42.76,1.71,26.1,1.87,0.49,0.09,0.33,23.1,5,0,0,1.3,1.3,0.06,0.7,0.7
Omar Alderete,py PAR,DF,Valencia,es La Liga,24,1996,26.7,64.2,1.99,1.27,1.27,0.64,0.07,1.27,1.99,0.71,1.12,0.67,0.45,1.31,3.3,5.73,0.0,0.64,0.07,0.52,0.04,0.04,0.0,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,60.4,76.5,73.0,40.3,21.72,35.99,516.78,254.87,5.73,7.49,10.34,14.16,5.28,13.11,0.0,0.02,-0.0,0.15,2.92,0.26,0.0,3.33,35.99,33.67,2.13,1.95,0.0,1.54,0.15,0.07,0.0,0.0,0.0,0.0,21.72,0.19,0.22,29,28,"2,403",0,0,0.07,0.0,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,0.56,0.0,0.64,3.33,0.11,92.9,7.1,48.39,6.93,24.64,22.32,2.1,0.94,48.39,0.52,0.49,0.04,21.99,128.13,83.11,0.64,0.52,0.07,0.71,0.15,20.45,0.11,27.8,0.67,0.19,0.11,0.4,16.7,0,0,0,0.8,0.8,0.05,1.2,1.2
Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,26,1995,11.8,34.1,2.8,1.27,1.78,0.85,0.17,1.27,3.73,2.46,1.02,0.0,1.02,0.68,3.47,1.44,0.0,3.21,0.34,2.8,0.08,0.25,0.08,0.0,0.0,0.25,0.0,0.08,0.0,0.0,0.0,58.7,79.8,63.5,30.3,16.36,27.88,265.17,101.19,8.73,10.93,4.58,7.2,1.95,6.44,0.15,0.18,0.02,1.69,1.61,1.95,1.95,2.12,27.88,27.03,0.76,0.25,0.0,0.17,8.22,0.51,0.0,0.0,0.0,0.0,16.36,0.08,1.53,20,11,"1,065",0,0,0.17,0.17,0.34,0.17,0.34,0.12,0.15,0.27,0.12,0.27,0.59,0.0,5.34,2.12,7.46,34.9,65.1,43.47,1.78,9.24,15.59,19.58,1.78,43.47,3.64,1.27,2.37,25.42,247.71,124.75,5.34,2.71,0.51,3.39,1.44,27.88,7.46,33.3,1.01,0.34,0.17,0.5,21.5,0,0,0,1.4,1.4,0.12,0.6,0.6
Doğan Alemdar,tr TUR,GK,Rennes,fr Ligue 1,18,2002,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,73.4,100.0,98.7,46.6,23.92,32.58,661.83,476.5,4.0,4.0,12.42,12.58,7.42,15.92,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.08,32.58,24.42,8.17,2.33,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,23.92,0.0,0.0,12,12,"1,080",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,34.92,27.83,34.58,0.33,0.0,0.0,34.92,0.0,0.0,0.0,22.67,106.0,54.0,0.0,0.0,0.0,0.0,0.0,17.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Carles Aleñá,es ESP,MF,Getafe,es La Liga,23,1998,25.8,18.8,1.05,0.74,0.43,0.5,0.12,0.35,1.86,1.51,0.81,0.08,0.74,0.58,1.63,0.62,0.0,2.48,0.16,1.94,0.08,0.08,0.16,0.23,0.0,0.16,0.0,0.0,0.0,0.0,0.0,78.6,86.4,86.1,58.5,26.47,33.68,449.77,95.12,12.79,14.81,10.31,11.98,2.4,4.11,0.05,0.05,0.03,0.78,2.56,0.54,0.19,3.14,33.68,32.05,1.51,0.93,0.08,0.39,1.71,0.08,0.43,0.19,0.19,0.0,26.47,0.12,0.97,33,30,"2,320",0,0,0.04,0.08,0.12,0.04,0.12,0.07,0.05,0.12,0.07,0.12,0.23,0.04,1.28,3.14,2.52,48.6,51.4,42.44,0.35,5.31,24.61,12.95,0.54,42.44,1.36,0.66,0.7,25.58,124.61,51.32,1.28,1.05,0.04,1.74,1.24,30.16,2.52,30.4,1.78,0.54,0.02,0.07,24.2,0,0,0,1.8,1.8,0.04,-0.8,-0.8
Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,22,1998,31.7,45.0,1.26,0.73,0.6,0.41,0.25,0.85,1.89,1.04,0.69,0.13,0.57,1.36,2.62,1.26,0.0,5.05,0.57,3.03,1.67,0.09,0.22,0.03,0.0,0.41,0.13,0.0,0.03,0.0,0.0,74.0,87.2,77.4,54.1,64.32,86.97,1265.36,494.73,26.53,30.41,25.58,33.06,10.85,20.06,0.38,0.41,0.0,2.84,7.73,2.68,0.79,8.42,86.97,69.53,17.29,2.93,0.54,2.18,8.61,10.22,4.13,0.91,2.81,0.0,64.32,0.16,1.07,32,32,"2,853",0,0,0.06,0.38,0.44,0.06,0.44,0.07,0.38,0.46,0.07,0.46,0.06,0.0,1.67,8.42,6.34,48.7,51.3,95.77,2.24,18.99,43.72,33.75,2.62,95.77,1.23,0.6,0.63,47.44,179.4,89.09,1.67,1.74,0.44,1.29,0.6,59.84,6.34,29.4,1.61,0.47,0.04,0.13,24.0,8,0,0,2.4,2.4,0.05,-0.4,-0.4
Mohamed Ali Cho,fr FRA,FW,Angers,fr Ligue 1,17,2004,20.4,29.4,0.49,0.25,0.05,0.2,0.25,0.25,0.83,0.59,0.83,0.05,0.78,0.39,0.88,0.0,0.05,2.06,0.34,1.13,0.0,0.54,0.1,0.25,0.05,0.2,0.0,0.0,0.1,0.05,0.0,70.1,83.0,68.5,42.9,10.78,15.39,144.66,25.0,6.47,7.79,3.09,4.51,0.44,1.03,0.13,0.12,-0.08,0.69,0.83,0.49,0.1,1.08,15.39,14.9,0.44,0.1,0.05,0.0,1.13,0.15,0.0,0.0,0.0,0.0,10.78,0.05,0.59,32,21,"1,837",0,0,0.2,0.05,0.24,0.2,0.24,0.31,0.13,0.44,0.31,0.44,0.29,0.1,2.94,1.08,7.35,43.1,56.9,27.94,0.1,2.06,11.13,15.34,3.43,27.94,2.84,1.23,1.62,19.02,141.62,69.51,2.94,1.52,0.98,4.46,1.57,20.1,7.35,35.7,2.06,0.73,0.1,0.27,15.3,0,0,0,6.4,6.4,0.15,-2.4,-2.4
Alisson,br BRA,GK,Liverpool,eng Premier League,28,1992,36.0,60.0,0.08,0.03,0.08,0.0,0.0,0.08,0.14,0.06,0.03,0.0,0.03,0.0,0.08,0.78,0.03,0.06,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,87.5,99.6,98.1,60.9,33.72,38.56,789.97,507.94,7.64,7.67,19.06,19.42,6.92,11.36,0.01,0.0,0.02,0.03,0.44,0.03,0.0,0.03,38.56,32.06,6.5,1.72,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,33.72,0.0,0.0,36,36,"3,240",0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.03,0.0,100.0,0.0,40.81,28.94,40.33,0.47,0.0,0.0,40.81,0.03,0.03,0.0,24.25,99.25,61.75,0.0,0.0,0.0,0.03,0.0,23.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Allan,br BRA,MF,Everton,eng Premier League,30,1991,24.3,32.4,3.05,1.81,1.15,1.6,0.29,1.4,4.32,2.92,1.65,0.37,1.28,0.95,3.99,1.6,0.04,1.57,0.29,1.44,0.0,0.04,0.0,0.04,0.04,0.21,0.0,0.04,0.0,0.04,0.0,79.2,87.9,83.8,55.9,32.02,40.41,529.55,172.51,14.65,16.67,13.87,16.54,2.35,4.2,0.03,0.04,0.05,0.62,4.24,0.82,0.12,5.35,40.41,37.53,2.72,0.78,0.04,0.08,0.41,0.41,0.0,0.0,0.0,0.0,32.02,0.16,1.07,28,25,"2,183",0,0,0.0,0.08,0.08,0.0,0.08,0.01,0.03,0.04,0.01,0.04,0.29,0.04,1.07,5.35,0.74,67.7,32.3,51.81,3.17,13.33,31.4,7.86,0.29,51.81,1.28,0.86,0.41,26.75,128.31,65.97,1.07,0.99,0.16,1.56,0.99,27.65,0.74,42.9,0.29,0.12,0.0,0.0,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Jim Allevinah,ga GAB,FW,Clermont Foot,fr Ligue 1,26,1995,16.5,27.8,1.09,0.79,0.48,0.48,0.12,0.3,1.09,0.79,0.67,0.0,0.67,0.36,1.45,0.24,0.0,3.21,0.18,1.94,0.24,0.55,0.36,0.06,0.06,0.12,0.0,0.0,0.06,0.0,0.0,76.3,85.4,75.0,65.9,25.21,33.03,369.88,79.15,14.85,17.39,7.45,9.94,1.76,2.67,0.12,0.08,0.01,0.91,2.67,0.61,0.12,3.39,33.03,31.76,0.97,0.18,0.06,0.3,2.06,0.24,0.55,0.3,0.06,0.0,25.21,0.3,1.09,30,13,"1,488",0,0,0.06,0.12,0.18,0.06,0.18,0.17,0.12,0.29,0.17,0.29,0.06,0.0,4.67,3.39,7.15,47.1,52.9,45.27,0.48,6.36,20.55,19.33,3.88,45.27,4.12,1.94,2.18,34.24,279.03,131.94,4.67,2.91,1.03,2.55,2.42,36.06,7.15,34.9,2.6,0.91,0.02,0.07,19.2,1,0,0,2.8,2.8,0.07,-1.8,-1.8
Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,27,1994,19.1,25.0,2.46,1.52,1.2,0.89,0.37,0.58,2.3,1.73,0.73,0.05,0.68,1.05,3.51,0.68,0.0,2.57,0.21,1.88,0.0,0.16,0.42,0.1,0.0,0.16,0.0,0.05,0.0,0.0,0.0,78.7,86.7,79.2,60.5,21.05,26.75,299.48,65.65,11.99,13.82,6.18,7.8,1.2,1.99,0.05,0.03,-0.05,0.84,1.36,0.26,0.0,2.41,26.75,26.18,0.42,0.16,0.0,0.1,1.05,0.16,0.0,0.0,0.0,0.0,21.05,0.16,0.99,30,19,"1,716",0,0,0.05,0.0,0.05,0.05,0.05,0.09,0.05,0.14,0.09,0.14,0.1,0.0,2.3,2.41,4.45,66.7,33.3,38.12,1.15,7.07,15.81,16.07,2.25,38.12,2.04,1.36,0.68,23.35,154.92,69.06,2.3,1.1,0.63,2.3,1.26,24.66,4.45,21.9,1.68,0.37,0.03,0.14,19.6,0,0,0,1.7,1.7,0.05,-0.7,-0.7
Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,30,1990,24.1,47.2,1.7,1.2,0.83,0.5,0.37,0.71,1.49,0.79,1.2,0.21,1.0,1.78,3.49,2.2,0.0,3.86,0.42,2.74,0.66,0.12,0.25,0.08,0.0,0.29,0.08,0.0,0.04,0.0,0.0,76.9,88.0,81.0,43.3,47.39,61.66,737.8,239.13,25.89,29.42,16.06,19.83,3.49,8.05,0.19,0.14,-0.02,1.78,2.78,1.41,0.62,3.86,61.66,49.38,12.16,1.12,0.08,0.33,6.18,8.26,2.78,1.58,0.95,0.0,47.39,0.12,1.62,28,25,"2,167",0,0,0.17,0.17,0.33,0.17,0.33,0.12,0.19,0.3,0.12,0.3,0.33,0.0,2.12,3.86,7.97,42.9,57.1,74.32,2.99,18.71,25.98,30.29,2.86,74.32,1.45,0.62,0.83,36.6,179.46,90.12,2.12,1.33,0.41,1.78,1.04,43.03,7.97,23.3,1.79,0.42,0.09,0.4,18.7,9,0,0,2.8,2.8,0.07,1.2,1.2
Giorgio Altare,it ITA,DF,Cagliari,it Serie A,22,1998,16.3,80.8,2.39,1.72,1.1,1.1,0.18,1.29,1.6,0.31,1.04,0.31,0.74,1.84,4.23,4.29,0.0,1.66,0.0,0.98,0.18,0.06,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5,79.2,75.8,48.1,32.58,49.02,671.6,299.69,10.74,13.56,15.34,20.25,6.13,12.76,0.04,0.04,-0.04,0.49,3.07,0.37,0.18,4.36,49.02,43.68,5.09,0.74,0.0,0.18,1.66,4.36,0.0,0.0,0.0,0.0,32.58,0.25,0.67,19,17,"1,466",0,0,0.06,0.0,0.06,0.06,0.06,0.06,0.04,0.1,0.06,0.1,0.31,0.0,0.8,4.36,0.61,80.0,20.0,61.35,5.89,26.13,27.98,7.91,1.53,61.35,0.61,0.49,0.12,28.28,113.62,56.75,0.8,0.92,0.0,0.37,0.18,29.39,0.61,33.3,1.11,0.37,0.06,0.17,13.7,0,0,0,1.0,1.0,0.06,0.0,0.0
Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,26,1995,20.7,55.6,1.16,0.68,0.72,0.39,0.05,0.48,0.87,0.39,1.01,0.77,0.24,2.17,3.33,4.69,0.0,0.82,0.05,0.77,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,81.6,90.1,90.1,54.4,40.19,49.23,793.53,321.5,14.01,15.56,21.06,23.38,4.73,8.7,0.0,0.01,-0.0,0.19,2.37,0.1,0.0,3.09,49.23,46.67,2.46,2.42,0.0,0.48,0.14,0.05,0.0,0.0,0.0,0.0,40.19,0.1,0.43,22,21,"1,860",0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,0.29,0.0,0.77,3.09,0.19,66.7,33.3,60.0,7.68,29.37,28.74,2.61,0.63,60.0,0.14,0.1,0.05,29.08,201.79,126.38,0.77,0.53,0.05,0.53,0.14,31.64,0.19,0.0,0.34,0.0,0.0,0.0,14.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5
