Player,Nation,Pos,Squad,Comp,Age,Born,90s,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,Assists_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,MP,Starts,Min,PK,PK_Attempted,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net
Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,18.0,2004.0,15.2,35.7,0.92,0.39,0.26,0.46,0.2,0.33,0.92,0.59,0.66,0.2,0.46,0.13,1.05,0.53,0.0,1.45,0.07,0.99,0.0,0.13,0.07,0.2,0.07,0.0,0.0,0.0,0.0,0.07,0.0,80.5,86.7,85.7,73.3,16.05,19.93,199.21,22.96,10.26,11.84,3.55,4.14,0.72,0.99,0.0,0.03,0.05,-0.03,0.39,0.72,0.26,0.0,0.99,19.93,17.7,2.11,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,16.05,0.13,0.86,27,15,"1,367",0,0,0.4,0.4,0.4,0.4,0.3,0.04,0.34,0.3,0.34,0.07,0.0,0.86,0.99,4.08,43.8,37.5,29.47,0.86,4.21,13.42,12.17,2.96,29.47,1.05,0.46,0.39,18.82,85.46,27.24,0.86,0.59,0.33,2.63,2.04,22.11,4.08,60.6,2.17,1.32,0.18,0.3,15.5,0.0,0,0,4.6,4.6,0.14,1.4,1.4
Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,23.0,1999.0,30.1,43.2,1.23,0.7,0.53,0.56,0.13,0.53,1.23,0.7,0.83,0.27,0.56,0.56,1.79,0.9,0.03,2.75,0.3,2.23,0.07,0.07,0.17,0.2,0.03,0.2,0.0,0.03,0.0,0.07,0.0,88.4,92.5,91.7,71.8,52.19,59.07,751.13,150.07,30.93,33.46,17.21,18.77,2.03,2.82,0.1,0.08,0.09,0.02,1.06,4.82,0.83,0.1,4.72,59.07,57.81,1.13,0.53,0.23,0.3,0.37,0.56,0.03,0.0,0.0,0.0,52.19,0.13,1.23,31,31,"2,712",0,0,0.2,0.3,0.2,0.3,0.18,0.08,0.26,0.18,0.26,0.27,0.0,1.89,4.72,4.58,41.2,44.1,67.87,1.79,10.53,39.14,18.64,2.72,67.87,1.13,0.47,0.5,40.3,192.79,85.38,1.89,1.5,0.43,0.73,0.73,54.68,4.58,33.3,1.99,0.66,0.1,0.3,16.0,0.0,0,0,5.4,5.4,0.09,0.6,0.6
Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,28.0,1994.0,34.6,34.1,1.97,1.1,0.78,0.72,0.46,0.87,2.54,1.68,1.42,0.17,1.24,0.78,2.75,1.42,0.06,6.06,0.55,4.13,1.39,0.2,0.26,0.03,0.06,0.35,0.09,0.06,0.06,0.0,0.0,72.9,87.4,76.2,52.9,45.95,63.01,820.92,296.91,22.14,25.32,15.38,20.17,6.62,12.51,0.23,0.34,0.29,-0.11,3.29,5.4,2.57,0.29,8.58,63.01,54.13,8.21,1.85,0.87,0.64,6.45,0.64,4.36,1.33,1.59,0.23,45.95,0.66,1.79,35,35,"3,118",4,5,0.29,0.52,0.17,0.4,0.29,0.34,0.63,0.17,0.51,0.26,0.0,2.49,8.58,5.26,43.2,47.7,74.71,2.77,11.97,30.9,32.54,3.03,74.57,1.27,0.55,0.61,39.51,177.89,98.5,2.49,1.76,0.66,1.39,1.01,49.57,5.26,38.9,2.6,1.01,0.07,0.17,22.8,11.0,4,5,10.0,6.1,0.07,0.0,-0.1
Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,27.0,1996.0,14.3,66.7,1.75,1.12,1.05,0.63,0.07,1.12,1.68,0.56,0.98,0.42,0.56,1.54,3.29,3.64,0.0,2.44,0.14,1.05,1.05,0.07,0.21,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,76.8,88.4,88.1,49.0,43.01,56.01,896.08,352.59,14.97,16.92,20.63,23.43,6.85,13.99,0.14,0.05,0.13,0.09,1.26,3.78,0.77,0.21,3.71,56.01,49.3,6.29,3.08,0.14,0.7,3.71,1.26,1.96,1.05,0.63,0.07,43.01,0.42,0.63,21,13,"1,290",0,0,0.0,0.14,0.0,0.14,0.04,0.05,0.09,0.04,0.09,0.28,0.0,0.63,3.71,0.63,75.0,25.0,66.5,6.85,28.18,29.23,9.65,0.28,66.5,0.56,0.42,0.14,33.78,182.45,102.59,0.63,0.84,0.07,0.42,0.35,37.2,0.63,0.0,1.05,0.0,0.0,0.0,26.8,3.0,0,0,0.5,0.5,0.03,-0.5,-0.5
Álex Fernández,es ESP,MF,Cádiz,es La Liga,30.0,1992.0,14.3,50.0,1.33,0.63,0.7,0.63,0.0,0.77,1.54,0.77,1.19,0.35,0.84,1.05,2.38,2.1,0.0,1.82,0.14,1.19,0.49,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,83.1,92.1,87.6,58.1,37.69,45.38,616.08,188.88,19.44,21.12,13.36,15.24,3.5,6.01,0.07,0.06,0.1,0.01,0.91,3.22,0.63,0.28,3.64,45.38,40.42,4.69,2.03,0.0,0.42,2.45,0.42,1.4,0.42,0.7,0.0,37.69,0.28,0.77,26,14,"1,285",0,0,0.0,0.07,0.0,0.07,0.02,0.05,0.07,0.02,0.07,0.21,0.0,0.77,3.64,1.82,57.1,28.6,54.2,3.64,14.83,28.32,11.4,0.56,54.2,0.49,0.28,0.14,26.85,121.4,54.76,0.77,1.4,0.07,0.63,0.84,32.38,1.82,14.3,0.49,0.07,0.0,0.0,24.0,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3
Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,22.0,2001.0,24.5,41.5,2.04,0.9,0.9,0.73,0.41,1.1,2.65,1.55,1.47,0.53,0.94,0.69,2.73,1.14,0.0,3.34,0.29,2.82,0.2,0.0,0.12,0.2,0.0,0.2,0.04,0.0,0.0,0.04,0.0,84.5,90.8,88.8,71.8,64.24,76.0,1174.53,343.47,27.51,30.29,26.98,30.37,8.0,11.14,0.08,0.14,0.15,-0.06,1.31,7.22,1.76,0.16,8.57,76.0,71.67,3.63,2.12,0.86,1.14,1.84,0.2,0.9,0.16,0.29,0.0,64.24,0.69,1.22,28,26,"2,209",1,2,0.12,0.2,0.08,0.16,0.25,0.14,0.39,0.19,0.33,0.29,0.0,2.12,8.57,2.2,52.3,38.6,86.86,2.73,18.04,49.35,19.92,1.92,86.78,1.8,0.94,0.69,53.67,248.16,126.9,2.12,1.88,0.33,1.18,0.98,68.37,2.2,28.9,1.83,0.53,0.04,0.15,21.3,2.0,1,2,6.2,4.6,0.1,-3.2,-2.6
André Ferreira,pt POR,GK,Granada,es La Liga,27.0,1996.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.6,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1,97.3,97.7,46.1,24.09,33.42,671.88,486.38,4.83,4.97,11.54,11.81,7.52,16.31,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,33.42,22.21,11.21,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.09,0.0,0.07,15,14,"1,340",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,36.38,31.74,36.31,0.07,0.0,0.0,36.38,0.0,0.0,0.0,18.19,99.19,55.64,0.0,0.0,0.0,0.13,0.07,12.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
João Ferreira,pt POR,DF,Udinese,it Serie A,22.0,2001.0,20.2,58.6,2.87,2.08,1.78,0.89,0.2,1.68,2.87,1.19,1.34,0.3,1.04,1.44,4.31,4.41,0.0,1.68,0.1,1.24,0.2,0.0,0.0,0.05,0.2,0.05,0.05,0.0,0.0,0.0,0.0,75.6,86.8,80.7,55.7,32.13,42.48,599.31,268.86,13.96,16.09,13.02,16.14,4.36,7.82,0.05,0.04,0.04,0.0,0.64,2.97,0.54,0.3,3.02,42.48,34.8,7.57,1.19,0.1,0.5,1.04,6.39,0.0,0.0,0.0,0.0,32.13,0.1,1.09,35,18,"1,822",0,0,0.0,0.05,0.0,0.05,0.01,0.05,0.05,0.01,0.05,0.45,0.0,0.94,3.02,2.23,54.5,36.4,54.8,6.04,24.8,23.51,7.23,0.54,54.8,1.63,0.89,0.59,25.5,136.83,73.66,0.94,1.04,0.2,1.09,0.4,26.39,2.23,0.0,0.15,0.0,0.0,0.0,17.1,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,31.0,1992.0,22.6,29.9,1.59,0.97,0.71,0.75,0.13,0.88,2.96,2.08,0.84,0.04,0.8,0.58,2.17,1.02,0.0,2.97,0.09,2.57,0.09,0.09,0.04,0.13,0.04,0.09,0.0,0.0,0.0,0.0,0.0,82.7,87.2,88.5,62.4,48.72,58.89,876.06,285.62,19.29,22.12,21.77,24.6,5.58,8.94,0.04,0.08,0.09,-0.04,1.24,5.22,1.15,0.44,7.65,58.89,57.48,1.42,0.84,0.22,0.35,1.68,0.49,0.09,0.0,0.0,0.0,48.72,0.0,0.88,30,23,"2,031",0,0,0.04,0.09,0.04,0.09,0.03,0.09,0.11,0.03,0.11,0.27,0.0,1.64,7.65,3.01,47.2,52.8,67.48,2.26,15.35,38.81,14.16,0.8,67.48,1.59,0.75,0.84,54.47,289.38,128.32,1.64,1.9,0.22,1.99,1.46,50.09,3.01,11.1,0.4,0.04,0.11,1.0,22.0,1.0,0,0,0.6,0.6,0.07,0.4,0.4
Max Finkgräfe,de GER,"DF,FW",Köln,de Bundesliga,19.0,2004.0,19.5,52.7,3.33,2.0,2.05,1.28,0.0,2.0,3.79,1.79,1.79,0.51,1.28,1.13,4.46,2.0,0.0,2.05,0.05,1.38,0.31,0.15,0.05,0.05,0.1,0.05,0.0,0.0,0.0,0.0,0.0,69.6,81.7,76.1,38.1,30.67,44.05,527.18,209.08,14.21,17.38,13.85,18.21,2.31,6.05,0.0,0.08,0.08,-0.08,1.18,2.36,0.62,0.36,2.72,44.05,33.95,10.05,0.87,0.05,0.41,3.13,8.82,0.36,0.15,0.15,0.0,30.67,0.05,1.79,24,18,"1,756",0,0,0.05,0.05,0.05,0.05,0.05,0.08,0.13,0.05,0.13,0.21,0.0,2.62,2.72,3.03,62.1,36.2,57.49,2.72,17.08,26.15,15.79,1.23,57.49,2.97,1.85,1.08,25.38,177.49,94.62,2.62,1.79,0.56,1.9,1.23,27.03,3.03,33.3,0.62,0.21,0.08,0.25,21.8,2.0,0,0,1.0,1.0,0.09,0.0,0.0
Mark Flekken,nl NED,GK,Brentford,eng Premier League,30.0,1993.0,36.5,20.0,0.03,0.03,0.03,0.0,0.0,0.03,0.14,0.11,0.03,0.0,0.03,0.0,0.03,0.47,0.03,0.27,0.08,0.08,0.19,0.0,0.0,0.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,71.6,98.8,99.1,47.4,30.99,43.29,896.77,613.29,4.36,4.41,15.75,15.89,10.79,22.79,0.03,0.01,0.01,0.01,0.11,1.01,0.03,0.0,0.14,43.29,30.74,12.47,4.55,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,30.99,0.08,0.0,37,37,"3,285",0,0,0.0,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,0.08,0.0,0.0,0.14,0.0,75.0,25.0,45.42,34.74,43.4,2.03,0.0,0.0,45.42,0.11,0.08,0.03,25.48,141.56,79.67,0.0,0.0,0.0,0.0,0.0,22.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
